OID_,LAYER,NAME,LAT,LON
102,Brown Booby (A),A177,-23.852927200600000,152.379790780000008
103,Brown Booby (A),A178,-23.852903486300001,152.379793352999997
104,Brown Booby (A),A179,-23.852946910200000,152.379826357000013
105,Brown Booby (A),A180,-23.852930472899999,152.379843426000008
106,Brown Booby (A),A181,-23.852929553199999,152.379840352000002
107,Brown Booby (A),A182,-23.852921643599998,152.379856832000002
108,Brown Booby (A),A183,-23.852863416000002,152.379855445000004
109,Brown Booby (A),A184,-23.852860489200001,152.379828972000013
110,Brown Booby (A),A185,-23.852911338300000,152.379864344999987
111,Brown Booby (A),A186,-23.852972057599999,152.379685203999998
112,Brown Booby (A),A187,-23.852967302000000,152.379665176000003
113,Brown Booby (A),A188,-23.852969813800001,152.379648252000010
114,Brown Booby (A),A189,-23.852968688299999,152.379647385999988
115,Brown Booby (A),A191,-23.852928900599998,152.379696123000002
116,Brown Booby (A),A192,-23.852884740499999,152.379746868000012
117,Brown Booby (A),A193,-23.852854346099999,152.379741456000005
118,Brown Booby (A),A194,-23.852857129299998,152.379706817999988
119,Brown Booby (A),A195,-23.852948879900001,152.379605727000012
120,Brown Booby (A),A196,-23.852971360600002,152.379587557999997
121,Brown Booby (A),A197,-23.852940861400000,152.379582016000001
122,Brown Booby (A),A198,-23.852958108199999,152.379537722000009
123,Brown Booby (A),A199,-23.852933209700002,152.379562010000001
124,Brown Booby (A),A200,-23.852930701399998,152.379502529999996
125,Brown Booby (A),A201,-23.852876425300000,152.379501370000014
126,Brown Booby (A),A202,-23.852861211099999,152.379500161999999
127,Brown Booby (A),A190,-23.852962627299998,152.379447335000009
128,Brown Booby (A),A203,-23.852950047499998,152.379453038999998
129,Brown Booby (A),A204,-23.852950825099999,152.379454364999987
130,Brown Booby (A),A205,-23.852969418800001,152.379414465999986
131,Brown Booby (A),A206,-23.852935389100001,152.379393883000006
132,Brown Booby (A),A207,-23.852900452899998,152.379398068999990
133,Brown Booby (A),A208,-23.852862864700001,152.379366847999989
134,Brown Booby (A),A209,-23.852863496900000,152.379395850999998
135,Brown Booby (A),A210,-23.852865301200001,152.379366618999995
136,Brown Booby (A),A211,-23.852945700399999,152.379097612000010
137,Brown Booby (A),A212,-23.852932324800001,152.379182375999989
138,Brown Booby (A),A213,-23.852908045900001,152.379185135000000
139,UNKNOWN (U),U1,-23.852903152700001,152.379050796000001
140,Brown Booby (A),A214,-23.853076470900000,152.378566599999999
141,Brown Booby (A),A215,-23.853078977799999,152.378563407000001
142,Brown Booby (A),A216,-23.853081930399998,152.378908039999999
143,Brown Booby (A),A217,-23.853084369299999,152.378906207999989
144,Brown Booby (A),A218,-23.853033028399999,152.379069952999998
145,Brown Booby (A),A219,-23.853051294499998,152.379064607999993
146,Brown Booby (A),A220,-23.853031603600002,152.378991146000004
147,Brown Booby (A),A221,-23.853076050100000,152.379102294000006
148,Brown Booby (A),A222,-23.853004770399998,152.379102835999987
149,Brown Booby (A),A223,-23.853005589999999,152.379119903999992
150,Brown Booby (A),A224,-23.853016976399999,152.379120062999988
151,Brown Booby (A),A225,-23.852990464600001,152.379149602000012
152,Brown Booby (A),A226,-23.853012980599999,152.379174253999992
153,Brown Booby (A),A227,-23.853030716300001,152.379191152999994
154,Brown Booby (A),A229,-23.852979078099999,152.379589989999999
155,Brown Booby (A),A230,-23.853040624999998,152.379505201000001
156,Brown Booby (A),A228,-23.853042938000002,152.379468115000009
157,Brown Booby (A),A231,-23.853071290700001,152.379179635000014
158,Brown Booby (A),A232,-23.852994042300001,152.379253217000013
159,Brown Booby (A),A233,-23.852983353399999,152.379351584000005
160,Brown Booby (A),A234,-23.853004474199999,152.379339568000006
161,Brown Booby (A),A235,-23.853004364600000,152.379341087000000
162,Brown Booby (A),A236,-23.853050739299999,152.379285105999998
163,Brown Booby (A),A237,-23.853091861700001,152.379283902999987
164,Brown Booby (A),A238,-23.853091162799998,152.379333841000005
165,Brown Booby (A),A239,-23.853082213299999,152.379342866999991
166,Brown Booby (A),A240,-23.853056504800001,152.379412266999992
167,Brown Booby (A),A241,-23.853050077900001,152.379395512999992
168,Brown Booby (A),A242,-23.853015707200001,152.379471130000013
169,Brown Booby (A),A243,-23.853020878399999,152.379471297000009
170,Brown Booby (A),A244,-23.853042065600000,152.379380461000011
171,Brown Booby (A),A245,-23.852975272199998,152.379384450999993
172,Brown Booby (A),A246,-23.852975910600001,152.379432602000009
173,Brown Booby (A),A247,-23.852984775900001,152.379444236000012
174,Brown Booby (A),A248,-23.853092036900001,152.379515954999988
175,Brown Booby (A),A249,-23.853070600399999,152.379520261000010
176,Brown Booby (A),A250,-23.853049063499999,152.379563595999997
177,Brown Booby (A),A251,-23.853033129600000,152.379560442000013
178,Brown Booby (A),A252,-23.853010854099999,152.379520133000000
179,Brown Booby (A),A253,-23.853006779699999,152.379519942999991
180,Brown Booby (A),A254,-23.853012516300002,152.379585703999993
181,Brown Booby (A),A255,-23.853023896200000,152.379571467999995
182,Brown Booby (A),A256,-23.853070440300002,152.379615371999989
183,Brown Booby (A),A257,-23.853056500099999,152.379710713999998
184,Brown Booby (A),A258,-23.853035121000001,152.379691137000009
185,Brown Booby (A),A259,-23.852980836099999,152.379674337000012
186,Brown Booby (A),A260,-23.853095432400000,152.379771132000002
187,Brown Booby (A),A261,-23.853096455500001,152.379773287999996
188,Brown Booby (A),A262,-23.853090526100001,152.379815431999987
189,Brown Booby (A),A263,-23.853089171499999,152.379798916999988
190,Brown Booby (A),A264,-23.853051399400002,152.379781809999997
191,Brown Booby (A),A265,-23.853031874100001,152.379829217000008
192,Brown Booby (A),A266,-23.853066780199999,152.379839658999998
193,Brown Booby (A),A267,-23.853069478399998,152.379841822999992
194,Brown Booby (A),A268,-23.852991036999999,152.379912482000009
195,Brown Booby (A),A269,-23.853005616200001,152.379962798999998
196,Brown Booby (A),A270,-23.853016176600001,152.379953929999999
197,Brown Booby (A),A271,-23.852988730700002,152.379986223999992
198,Brown Booby (A),A272,-23.852974069199998,152.380021128000010
199,Brown Booby (A),A273,-23.852993495100002,152.380015047999990
200,Brown Booby (A),A274,-23.853074078500001,152.379936922000013
201,Brown Booby (A),A275,-23.853059836600000,152.379951188000007
202,Brown Booby (A),A276,-23.853068320100000,152.379959253999999
203,Brown Booby (A),A277,-23.853081154300000,152.379991241999988
204,Brown Booby (A),A278,-23.853095176899998,152.379963522999986
205,Brown Booby (A),A279,-23.853064270299999,152.379991662000009
206,Brown Booby (A),A280,-23.853058278100001,152.379992245000011
207,Brown Booby (A),A281,-23.853055582500001,152.380003342999998
208,Brown Booby (A),A282,-23.853059211900000,152.380000910000007
209,Brown Booby (A),A283,-23.852992385099999,152.380029871000005
210,Brown Booby (A),A284,-23.853007227999999,152.380018051000008
211,Brown Booby (A),A285,-23.853018787000000,152.379992437999988
212,Brown Booby (A),A286,-23.853005819600000,152.379997965000001
213,Brown Booby (A),A287,-23.853039814599999,152.380038608999996
214,Brown Booby (A),A288,-23.853066785199999,152.380043074000014
215,Brown Booby (A),A289,-23.853062504699999,152.380055061000007
216,Brown Booby (A),A290,-23.853048828300000,152.380066252999995
217,Brown Booby (A),A291,-23.853079765600000,152.380125643000014
218,Brown Booby (A),A292,-23.853055053399999,152.380138824999989
219,Brown Booby (A),A293,-23.853059554100000,152.380163337999988
220,Brown Booby (A),A294,-23.853022237099999,152.380071444999999
221,Brown Booby (A),A295,-23.852974237300000,152.380057230999995
222,Brown Booby (A),A296,-23.852970852900000,152.380057891999996
223,Brown Booby (A),A297,-23.852976536400000,152.380086481000006
224,Brown Booby (A),A298,-23.852971509100001,152.380080031999995
225,Brown Booby (A),A299,-23.852993650199998,152.380111437000011
226,Brown Booby (A),A300,-23.853001379199998,152.380146169999989
227,Brown Booby (A),A301,-23.853013496700001,152.380140801000010
228,Brown Booby (A),A302,-23.853012060200001,152.380164087999987
229,Brown Booby (A),A303,-23.853031015799999,152.380104074000002
230,Brown Booby (A),A304,-23.853018516900001,152.380120616999989
231,Brown Booby (A),A305,-23.853061560699999,152.380186239000011
232,Brown Booby (A),A306,-23.853054292800000,152.380197673999987
233,Brown Booby (A),A307,-23.853033135499999,152.380174540000013
234,Brown Booby (A),A308,-23.853018836299999,152.380188521000008
235,Brown Booby (A),A309,-23.853030496500001,152.380215453000005
236,Brown Booby (A),A310,-23.853031825399999,152.380212422999989
237,Brown Booby (A),A311,-23.853031692100000,152.380199847999990
238,Brown Booby (A),A312,-23.853005798900000,152.380198920999987
239,Brown Booby (A),A313,-23.853006537900001,152.380259657000011
240,Onchoprion Sp. (D),D4,-23.852973698300001,152.380307488000000
241,Brown Booby (A),A314,-23.853003473400001,152.380287872999986
242,Brown Booby (A),A315,-23.852992345000001,152.380299406999995
243,Brown Booby (A),A316,-23.853032784000000,152.380287989000010
244,Brown Booby (A),A317,-23.853056209199998,152.380300132999992
245,Brown Booby (A),A318,-23.853080344900000,152.380363017999997
246,Brown Booby (A),A319,-23.853081804399999,152.380362614000006
247,Brown Booby (A),A320,-23.853039384199999,152.380356626999998
248,Brown Booby (A),A321,-23.852984163399999,152.380344135000001
249,Brown Booby (A),A322,-23.853015991800000,152.380412659000001
250,Brown Booby (A),A323,-23.853096495799999,152.380478044999990
251,Brown Booby (A),A324,-23.853085394200001,152.380606698999998
252,Brown Booby (A),A325,-23.853080721800001,152.380615741000014
253,Brown Booby (A),A326,-23.853077035300000,152.380610706999988
254,Brown Booby (A),A327,-23.853063360899998,152.380602551000010
255,Brown Booby (A),A328,-23.853097694300001,152.380622356999993
256,Brown Booby (A),A329,-23.853102112700000,152.380627051000005
257,Brown Booby (A),A330,-23.853108689700001,152.380627674999999
258,Brown Booby (A),A331,-23.853107516400001,152.380633714999988
259,Brown Booby (A),A332,-23.853117786500000,152.380628492000000
260,Brown Booby (A),A333,-23.853114840800000,152.380637495000002
261,Brown Booby (A),A334,-23.853112372799998,152.380646353000003
262,Brown Booby (A),A335,-23.853122510300000,152.380637610000008
263,Brown Booby (A),A336,-23.853125535600000,152.380643466999999
264,Brown Booby (A),A337,-23.853132329299999,152.380635705999993
265,Brown Booby (A),A338,-23.853129516300001,152.380642284000004
266,Brown Booby (A),A339,-23.853134823800001,152.380643698000000
267,Brown Booby (A),A340,-23.853136840700000,152.380650768000010
268,Brown Booby (A),A341,-23.853144638300002,152.380652309999988
269,Brown Booby (A),A342,-23.853147481200001,152.380660191999993
270,Brown Booby (A),A343,-23.853154162199999,152.380664674000002
271,Brown Booby (A),A344,-23.853163686199998,152.380655246000003
272,Brown Booby (A),A345,-23.853161696099999,152.380665910999994
273,Brown Booby (A),A346,-23.853166102700001,152.380667764999998
274,Brown Booby (A),A347,-23.853171740299999,152.380667772000010
275,Brown Booby (A),A348,-23.853171186400001,152.380673494000007
276,Brown Booby (A),A349,-23.853176171699999,152.380669955000002
277,Brown Booby (A),A350,-23.853183773900000,152.380674768999995
278,Brown Booby (A),A351,-23.853197268399999,152.380684562999988
279,Brown Booby (A),A352,-23.853203440700000,152.380693070999996
280,Brown Booby (A),A353,-23.853211636600001,152.380699232000012
281,Brown Booby (A),A354,-23.853216392200000,152.380701321999993
282,Brown Booby (A),A355,-23.853126808799999,152.380483405000007
283,Brown Booby (A),A356,-23.853141185599998,152.380495518000004
284,Brown Booby (A),A357,-23.853131885800000,152.380491021000012
285,Brown Booby (A),A358,-23.853142078400001,152.380454371000013
286,Brown Booby (A),A359,-23.853160982300000,152.380511092999996
287,Brown Booby (A),A360,-23.853186615100000,152.380426226999987
288,Brown Booby (A),A361,-23.853123671599999,152.380425922000001
289,Brown Booby (A),A362,-23.853108868000000,152.380375310999995
290,Brown Booby (A),A363,-23.853101628800001,152.380336094999990
291,Brown Booby (A),A364,-23.853128238600000,152.380378433999994
292,Brown Booby (A),A365,-23.853115556900001,152.380283923000007
293,Brown Booby (A),A366,-23.853125302799999,152.380209377999989
294,Brown Booby (A),A367,-23.853191822799999,152.380288130999986
295,Brown Booby (A),A368,-23.853213833600002,152.380267564000007
296,Brown Booby (A),A369,-23.853202373199998,152.380176513000009
297,Brown Booby (A),A370,-23.853179051100000,152.380193517999999
298,Brown Booby (A),A371,-23.853196549000000,152.380201311000008
299,Brown Booby (A),A372,-23.853197845400000,152.380235400000004
300,Brown Booby (A),A373,-23.853143574899999,152.380190688999988
301,Brown Booby (A),A374,-23.853124542200000,152.380152003000006
302,Brown Booby (A),A375,-23.853167118900000,152.380134628999997
303,Brown Booby (A),A376,-23.853185370799999,152.380162339000009
304,Brown Booby (A),A377,-23.853207653399998,152.380143597999989
305,Brown Booby (A),A378,-23.853184006300001,152.380091413999992
306,Brown Booby (A),A379,-23.853186591600000,152.380083081000009
307,Brown Booby (A),A380,-23.853196212699999,152.380097487999990
308,Brown Booby (A),A381,-23.853174682500001,152.380092776999987
309,Brown Booby (A),A382,-23.853197847499999,152.380080440000000
310,Brown Booby (A),A383,-23.853210988099999,152.380047526999988
311,Brown Booby (A),A384,-23.853199028399999,152.380037431000005
312,Brown Booby (A),A385,-23.853099315300000,152.380025415999995
313,Brown Booby (A),A386,-23.853136219700001,152.380023722000004
314,Brown Booby (A),A387,-23.853114711700002,152.379993251999991
315,Brown Booby (A),A388,-23.853131816400001,152.379905272999991
316,Brown Booby (A),A389,-23.853174095100002,152.379910316999997
317,Brown Booby (A),A390,-23.853191207199998,152.379908142999994
318,Brown Booby (A),A391,-23.853192094400001,152.379909929000007
319,Brown Booby (A),A391,-23.853203783400001,152.379945765000002
320,Brown Booby (A),A392,-23.853213565699999,152.380005761999996
321,Brown Booby (A),A393,-23.853190573399999,152.379988703999999
322,Brown Booby (A),A394,-23.853158415900001,152.379983877999990
323,Brown Booby (A),A395,-23.853166811500000,152.379945472999992
324,Brown Booby (A),A396,-23.853167750699999,152.379914875999987
325,Brown Booby (A),A397,-23.853160751000001,152.379869904000003
326,Brown Booby (A),A398,-23.853162411000000,152.379871548000011
327,Brown Booby (A),A399,-23.853160323000001,152.379867189000009
328,Brown Booby (A),A400,-23.853201007599999,152.379891885000006
329,Brown Booby (A),A401,-23.853203981299998,152.379883167999992
330,Brown Booby (A),A402,-23.853211398399999,152.379842090000011
331,Brown Booby (A),A403,-23.853202165900001,152.379864126000001
332,Brown Booby (A),A404,-23.853190043600002,152.379857019000013
333,Brown Booby (A),A405,-23.853165297899999,152.379837845999987
334,Brown Booby (A),A406,-23.853147056299999,152.379838776000014
335,Brown Booby (A),A407,-23.853135796000000,152.379851844000001
336,Brown Booby (A),A408,-23.853130216699999,152.379836009999991
337,Brown Booby (A),A409,-23.853104192200000,152.379848799000001
338,Brown Booby (A),A410,-23.853121342200001,152.379816003999991
339,Brown Booby (A),A411,-23.853123521499999,152.379777660000002
340,Brown Booby (A),A412,-23.853116652699999,152.379803576000000
341,Brown Booby (A),A413,-23.853148418499998,152.379809031999997
342,Brown Booby (A),A414,-23.853153514199999,152.379791643000004
343,Brown Booby (A),A415,-23.853149215100000,152.379792508000008
344,Brown Booby (A),A416,-23.853143412500000,152.379771742999992
345,Brown Booby (A),A417,-23.853191818199999,152.379827164000005
346,Brown Booby (A),A418,-23.853190398300001,152.379810477000007
347,Brown Booby (A),A419,-23.853185652600001,152.379773438999990
348,Brown Booby (A),A420,-23.853171715300000,152.379787195000006
349,Brown Booby (A),A422,-23.853161915099999,152.379719666999989
350,Brown Booby (A),A423,-23.853198016299999,152.379635546999992
351,Brown Booby (A),A424,-23.853174326800001,152.379639321000013
352,Brown Booby (A),A425,-23.853110503500002,152.379631187000001
353,Brown Booby (A),A426,-23.853121120200001,152.379686389999989
354,Brown Booby (A),A427,-23.853151053700000,152.379656595999990
355,Brown Booby (A),A428,-23.853190286200000,152.379706196999990
356,Brown Booby (A),A429,-23.853217315100000,152.379706013000003
357,Brown Booby (A),A430,-23.853213124400000,152.379722323000010
358,Brown Booby (A),A431,-23.853132181599999,152.379736744000013
359,Brown Booby (A),A432,-23.853135769200001,152.379625811000011
360,Brown Booby (A),A433,-23.853140401699999,152.379583179000008
361,Brown Booby (A),A434,-23.853168922900000,152.379576141999991
362,Brown Booby (A),A435,-23.853172585199999,152.379563014000013
363,Brown Booby (A),A436,-23.853192712900000,152.379571690000006
364,Brown Booby (A),A437,-23.853185573400001,152.379566194000006
365,Brown Booby (A),A438,-23.853199480099999,152.379562676999996
366,Brown Booby (A),A439,-23.853099715900001,152.379519845999994
367,Brown Booby (A),A440,-23.853200756500001,152.379509090999989
368,Brown Booby (A),A441,-23.853182323999999,152.379516711000008
369,Brown Booby (A),A442,-23.853214791999999,152.379537117000012
370,Brown Booby (A),A443,-23.853228117800001,152.379545812999993
371,Brown Booby (A),A444,-23.853229566800000,152.379597660999991
372,Brown Booby (A),A445,-23.853209123900001,152.379485942999992
373,Brown Booby (A),A446,-23.853192557400000,152.379480789000013
374,Brown Booby (A),A447,-23.853189205700001,152.379429969000000
375,Brown Booby (A),A448,-23.853171456100000,152.379456567000005
376,Brown Booby (A),A449,-23.853130612299999,152.379493461000010
377,Brown Booby (A),A450,-23.853181281299999,152.379461047000007
378,Brown Booby (A),A451,-23.853169907500000,152.379377425999991
379,Brown Booby (A),A452,-23.853198274200000,152.379386853999989
380,Brown Booby (A),A453,-23.853191268200000,152.379393721000014
381,Brown Booby (A),A454,-23.853106498500001,152.379420262999986
382,Brown Booby (A),A455,-23.853136350500002,152.379463146999996
383,Brown Booby (A),A456,-23.853132259900001,152.379443782999999
384,Brown Booby (A),A457,-23.853148200300001,152.379455912999987
385,Brown Booby (A),A458,-23.853169437199998,152.379443597000005
386,Brown Booby (A),A459,-23.853158505900002,152.379441950999990
387,Brown Booby (A),A460,-23.853153861599999,152.379208733000013
388,Brown Booby (A),A461,-23.853114384300000,152.379211494000003
389,Brown Booby (A),A462,-23.853102513600000,152.379165335000010
390,Brown Booby (A),A463,-23.853101031100000,152.379164925999987
391,Brown Booby (A),A464,-23.853105123900001,152.379117425999993
392,Brown Booby (A),A465,-23.853195453800002,152.379110387999987
393,Brown Booby (A),A466,-23.853196112599999,152.379094395000010
394,Brown Booby (A),A467,-23.853206027900001,152.379051129000004
395,Brown Booby (A),A468,-23.853203751900001,152.379051718999989
396,Brown Booby (A),A469,-23.853183767000001,152.379040613999990
397,Brown Booby (A),A470,-23.853204427800001,152.379024528999992
398,Brown Booby (A),A471,-23.853187687900000,152.379009338999992
399,Brown Booby (A),A472,-23.853202382900001,152.378969065999996
400,Brown Booby (A),A473,-23.853212574699999,152.378950935999995
401,Brown Booby (A),A474,-23.853205756000001,152.378883376999994
402,Brown Booby (A),A475,-23.853114183100001,152.378891414000009
403,Brown Booby (A),A476,-23.853114391900000,152.378893094000006
404,Brown Booby (A),A477,-23.853118665899999,152.378828703000011
405,Brown Booby (A),A478,-23.853164606600000,152.378797012000007
406,Brown Booby (A),A479,-23.853177513799999,152.378715169999992
407,Brown Booby (A),A480,-23.853200236799999,152.378701709000012
408,Brown Booby (A),A481,-23.853130135499999,152.378466186999987
409,Brown Booby (A),A482,-23.853142668200000,152.378437203000004
410,Brown Booby (A),A483,-23.853144468499998,152.378442095999986
411,Brown Booby (A),A484,-23.853154370100000,152.378441267999989
412,Brown Booby (A),A485,-23.853143083700001,152.378394364999991
413,Brown Booby (A),A486,-23.853150700299999,152.378408368000009
414,Brown Booby (A),A487,-23.853154162300001,152.378400462999991
415,Brown Booby (A),A488,-23.853147505300001,152.378389472000009
416,Brown Booby (A),A489,-23.853151957400001,152.378368459000001
417,Brown Booby (A),A490,-23.853157120100001,152.378381133000005
418,Silver Gull (C),C1,-23.853057001200000,152.378540391000001
419,Silver Gull (C),C2,-23.853077912100002,152.378510728999998
420,Brown Booby (A),A491,-23.853164542799998,152.378366903999989
421,Brown Booby (A),A492,-23.853162194100001,152.378355472999999
422,Brown Booby (A),A493,-23.853179418200000,152.378372498000004
423,Brown Booby (A),A494,-23.853168681100001,152.378354621000000
424,Brown Booby (A),A492,-23.853172705599999,152.378313197000011
425,Brown Booby (A),A493,-23.853177118500000,152.378317403000011
426,Brown Booby (A),A494,-23.853175211700002,152.378326821000002
427,Brown Booby (A),A495,-23.853179079800000,152.378331500999991
428,Brown Booby (A),A496,-23.853184310000000,152.378331322999998
429,Brown Booby (A),A497,-23.853187905700000,152.378322970999989
430,Brown Booby (A),A498,-23.853192264099999,152.378310354000007
431,Brown Booby (A),A499,-23.853197221900000,152.378298742999988
432,Brown Booby (A),A500,-23.853203269200002,152.378300639000003
433,Brown Booby (A),A501,-23.853179127800001,152.378290566999993
434,Brown Booby (A),A502,-23.853216488699999,152.378180641999990
435,Brown Booby (A),A503,-23.853196001400001,152.378218387999993
436,Brown Booby (A),A504,-23.853204317399999,152.378232650000001
437,Brown Booby (A),A505,-23.853215963899999,152.378230080999998
438,Brown Booby (A),A506,-23.853217812400000,152.378232513000000
439,Brown Booby (A),A507,-23.853212777200000,152.378252099999997
440,Brown Booby (A),A508,-23.853202593799999,152.378267579000010
441,Brown Booby (A),A509,-23.853200484900000,152.378277591000000
442,Brown Booby (A),A510,-23.853189761500001,152.378251199000005
443,Brown Booby (A),A511,-23.853191570100002,152.378276285999988
444,Brown Booby (A),A512,-23.853175960300000,152.378279752999987
445,Brown Booby (A),A513,-23.853223710900000,152.378105250000004
446,Brown Booby (A),A514,-23.853229782000000,152.378097109000009
447,Brown Booby (A),A515,-23.853253194200001,152.378089993999993
448,Brown Booby (A),A516,-23.853260007999999,152.378134807999999
