LAYER,NAME,LAT,LON
Brown Booby,A169,-23.85654603,152.3733616
Brown Booby,A170,-23.85657009,152.3734189
Brown Booby,A171,-23.85659563,152.3734093
Brown Booby,A172,-23.85660221,152.3733669
Brown Booby,A173,-23.85664995,152.3733992
Brown Booby,A174,-23.85665539,152.373365
Brown Booby,A175,-23.85661803,152.3733527
Brown Booby,A176,-23.85654719,152.3733056
Brown Booby,A177,-23.85654996,152.3733048
Brown Booby,A178,-23.85658762,152.3733368
Brown Booby,A179,-23.85663403,152.37322
Brown Booby,A180,-23.85661786,152.3732427
Brown Booby,A181,-23.85658286,152.3732376
Brown Booby,A182,-23.85659239,152.3731678
Brown Booby,A183,-23.85662054,152.3732124
Brown Booby,A184,-23.85661167,152.3734578
Brown Booby,A185,-23.85658467,152.373068
Anous,B12,-23.85650218,152.3730751
Brown Booby,A186,-23.85652687,152.3732701
Brown Booby,A187,-23.85650132,152.3732472
Brown Booby,A188,-23.8564807,152.3732931
Brown Booby,A189,-23.85642733,152.3732108
Brown Booby,A190,-23.85644115,152.3733001
Brown Booby,A191,-23.85646716,152.3733388
Brown Booby,A192,-23.85648966,152.3733863
Brown Booby,A193,-23.85647042,152.3734314
Brown Booby,A194,-23.85646845,152.3734333
Brown Booby,A195,-23.85644666,152.373446
Brown Booby,A196,-23.85648683,152.373439
Brown Booby,A197,-23.85652064,152.3734709
Brown Booby,A198,-23.8565365,152.3734519
Brown Booby,A199,-23.85649503,152.3735433
Brown Booby,A200,-23.85646525,152.3735525
Brown Booby,A201,-23.85648918,152.3736308
Brown Booby,A202,-23.85652844,152.3736335
Brown Booby,A203,-23.85653859,152.3736631
Brown Booby,A204,-23.856502,152.3736923
Brown Booby,A205,-23.85652945,152.3737997
Brown Booby,A206,-23.85642356,152.3737724
Brown Booby,A207,-23.85644203,152.373856
Brown Booby,A208,-23.85646549,152.3738551
Brown Booby,A209,-23.85646031,152.3738803
Brown Booby,A210,-23.85653094,152.3738518
Brown Booby,A211,-23.85653084,152.3739738
Brown Booby,A212,-23.8564243,152.3739521
Brown Booby,A213,-23.85642929,152.3741996
Brown Booby,A214,-23.85647333,152.3741636
Onychoprion,D3,-23.85640368,152.3749738
Onychoprion,D4,-23.85641362,152.374964
Onychoprion,D5,-23.85641716,152.374958
Onychoprion,D6,-23.85642006,152.3749586
Onychoprion,D7,-23.85641474,152.3749489
Onychoprion,D8,-23.8564105,152.3749468
Onychoprion,D9,-23.85641609,152.3749427
Onychoprion,D10,-23.85641641,152.3749362
Onychoprion,D11,-23.85630176,152.3743022
Onychoprion,D12,-23.85630601,152.374298
Onychoprion,D13,-23.85640341,152.3739518
Onychoprion,D14,-23.85637898,152.3739007
Brown Booby,A215,-23.85641703,152.3737016
Brown Booby,A216,-23.85635165,152.3735084
Brown Booby,A217,-23.8564054,152.3735315
Brown Booby,A218,-23.85639928,152.3734824
Brown Booby,A219,-23.85640153,152.3734839
Onychoprion,D15,-23.85634977,152.3734825
Brown Booby,A220,-23.85640626,152.3733424
Brown Booby,A221,-23.8563742,152.3732339
Brown Booby,A222,-23.85637721,152.3732324
Onychoprion,D16,-23.85635149,152.3731912
Onychoprion,D17,-23.85635406,152.3731907
Onychoprion,D18,-23.85636534,152.3731827
Onychoprion,D19,-23.85636604,152.3731796
Brown Booby,A223,-23.85641582,152.3731559
Brown Booby,A224,-23.85629736,152.3732388
Anous,B13,-23.85618361,152.3737785
Onychoprion,D20,-23.8562822,152.3740041
Onychoprion,D21,-23.85627919,152.3740051
Onychoprion,D22,-23.85621271,152.3743544
Onychoprion,D23,-23.85622748,152.3743431
Brown Booby,A225,-23.85613496,152.3752145
Brown Booby,A226,-23.85607292,152.3736167
Onychoprion,D24,-23.85607094,152.373486
Brown Booby,A227,-23.85594792,152.3735341
Brown Booby,A228,-23.85596875,152.3735464
Onychoprion,D25,-23.85602229,152.3735431
Onychoprion,D26,-23.85602368,152.3735525
Onychoprion,D27,-23.85597149,152.3736122
Anous,B13,-23.85592719,152.3740982
Brown Booby,A229,-23.8559505,152.3747708
Brown Booby,A230,-23.85596413,152.3752727
Brown Booby,A231,-23.85596891,152.375274
Brown Booby,A232,-23.855944,152.3755231
Brown Booby,A233,-23.85582554,152.3765156
Brown Booby,A234,-23.85580666,152.3765066
Brown Booby,A235,-23.85581485,152.3765094
Brown Booby,A236,-23.85581426,152.3765194
Brown Booby,A237,-23.85580729,152.3764998
Brown Booby,A238,-23.85581059,152.3764877
Brown Booby,A239,-23.85580488,152.3764921
Brown Booby,A240,-23.85582412,152.3761925
Brown Booby,A241,-23.85584309,152.3758736
Brown Booby,A242,-23.85580896,152.3754993
Brown Booby,A243,-23.85579588,152.3754798
Brown Booby,A244,-23.8559145,152.3754098
Brown Booby,A245,-23.85589428,152.3754452
Brown Booby,A246,-23.85583318,152.3754303
Brown Booby,A247,-23.85581992,152.3753723
Brown Booby,A248,-23.85583669,152.3753644
Brown Booby,A249,-23.85585173,152.375346
Brown Booby,A250,-23.85589258,152.3752453
Brown Booby,A251,-23.85589338,152.3752271
Brown Booby,A252,-23.85584602,152.3752733
Brown Booby,A253,-23.85586041,152.3752991
Brown Booby,A254,-23.85584307,152.3753115
Brown Booby,A255,-23.85583918,152.3753072
Brown Booby,A256,-23.85589627,152.3751445
Brown Booby,A257,-23.85583054,152.3751583
Anous,B15,-23.85587431,152.3750961
Onychoprion,D28,-23.85582389,152.3746435
Onychoprion,D29,-23.85589675,152.3742772
Onychoprion,D30,-23.85591759,152.3742156
Onychoprion,D31,-23.85591609,152.3742086
Brown Booby,A258,-23.85587082,152.3737737
Brown Booby,A259,-23.85584647,152.3737114
Brown Booby,A260,-23.85585023,152.3737063
Brown Booby,A261,-23.85585112,152.3737081
Brown Booby,A262,-23.85568672,152.3738823
Brown Booby,A263,-23.85573591,152.3744754
Brown Booby,A264,-23.85575486,152.374458
Brown Booby,A265,-23.85579009,152.374507
Brown Booby,A266,-23.8557989,152.3744917
Brown Booby,A267,-23.85579691,152.3744929
Brown Booby,A268,-23.85580502,152.3745271
Brown Booby,A269,-23.85578157,152.3745262
Brown Booby,A270,-23.85576148,152.3745277
Brown Booby,A271,-23.85575666,152.3745433
Brown Booby,A272,-23.85575342,152.3751121
Brown Booby,A273,-23.85575199,152.3751112
Brown Booby,A273,-23.8556873,152.3751183
Brown Booby,A274,-23.85571827,152.375192
Brown Booby,A275,-23.85576948,152.3753135
Brown Booby,A276,-23.85577973,152.3753164
Brown Booby,A277,-23.85576464,152.3753329
Brown Booby,A278,-23.85576341,152.3753335
Brown Booby,A279,-23.85576613,152.3754009
Brown Booby,A280,-23.8557304,152.3754014
Brown Booby,A281,-23.85574302,152.3754369
Brown Booby,A282,-23.85574392,152.3754372
Brown Booby,A283,-23.8557344,152.3754615
Brown Booby,A284,-23.85579642,152.3756176
Brown Booby,A285,-23.85578987,152.3756497
Brown Booby,A286,-23.85573666,152.375652
Brown Booby,A287,-23.85573784,152.3756609
Brown Booby,A288,-23.85570878,152.3756348
Brown Booby,A289,-23.85572715,152.3757058
Brown Booby,A290,-23.85577258,152.3758178
Brown Booby,A291,-23.85578079,152.375881
Brown Booby,A292,-23.85573628,152.3759329
Brown Booby,A294,-23.85575117,152.3759081
Brown Booby,A295,-23.85577885,152.3760133
Brown Booby,A296,-23.85576465,152.3760031
Brown Booby,A297,-23.85576572,152.3760078
Brown Booby,A298,-23.85568957,152.376027
Brown Booby,A299,-23.85577478,152.3761268
Brown Booby,A300,-23.85577366,152.3760852
Brown Booby,A301,-23.85576807,152.3761404
Brown Booby,A302,-23.85575728,152.376182
Brown Booby,A303,-23.85575588,152.3761505
Brown Booby,A304,-23.85575771,152.3761515
Brown Booby,A305,-23.85574004,152.3762994
Brown Booby,A306,-23.85574393,152.3762745
Brown Booby,A307,-23.85574437,152.3762754
Brown Booby,A308,-23.85576363,152.3763396
Brown Booby,A309,-23.85576878,152.3763478
Brown Booby,A310,-23.85575075,152.3763181
Brown Booby,A311,-23.85574813,152.3763155
Brown Booby,A312,-23.85571274,152.3763011
Brown Booby,A313,-23.85571961,152.376336
Brown Booby,A314,-23.85571855,152.3763366
Brown Booby,A315,-23.85568781,152.3763718
Brown Booby,A316,-23.85570866,152.3763818
Brown Booby,A317,-23.85574273,152.3763948
Brown Booby,A318,-23.85579063,152.3764027
Brown Booby,A319,-23.85573146,152.3764159
Brown Booby,A320,-23.85572522,152.3764586
Brown Booby,A321,-23.8557231,152.3765249
Brown Booby,A322,-23.85572478,152.376483
Brown Booby,A323,-23.85575898,152.376433
Brown Booby,A324,-23.85574415,152.3764186
Brown Booby,A325,-23.85569968,152.3764151
Brown Booby,A326,-23.85581838,152.3765363
Brown Booby,A327,-23.85580352,152.3765557
Brown Booby,A328,-23.85581033,152.376533
Brown Booby,A329,-23.85580621,152.3765411
Brown Booby,A330,-23.85580425,152.3765448
Brown Booby,A331,-23.85580398,152.3765334
Brown Booby,A332,-23.85580292,152.3765272
Brown Booby,A333,-23.85579737,152.3765311
Brown Booby,A334,-23.85579876,152.3765375
Brown Booby,A335,-23.85579983,152.3765432
Brown Booby,A336,-23.85579773,152.3765501
Brown Booby,A337,-23.85578959,152.3765525
Brown Booby,A338,-23.85579089,152.3765608
Brown Booby,A339,-23.85580169,152.3765285
Brown Booby,A340,-23.85580329,152.376557
Brown Booby,A341,-23.85578999,152.37657
Brown Booby,A342,-23.85578889,152.3765722
Brown Booby,A343,-23.8557851,152.3765649
Brown Booby,A345,-23.85577516,152.3765641
Brown Booby,A346,-23.85577912,152.3765745
Brown Booby,A347,-23.85578357,152.3765787
Brown Booby,A348,-23.85577739,152.3765842
Brown Booby,A349,-23.85577686,152.3765923
Brown Booby,A350,-23.85578361,152.3765963
Brown Booby,A351,-23.85579128,152.3765876
Brown Booby,A352,-23.8556848,152.3766032
Brown Booby,A353,-23.85568744,152.3766419
Brown Booby,A354,-23.8557552,152.3766204
Brown Booby,A355,-23.8557407,152.3766266
Brown Booby,A356,-23.8557399,152.3766536
Brown Booby,A357,-23.85574725,152.3767043
Brown Booby,A358,-23.85571488,152.3766987
Brown Booby,A359,-23.85571085,152.3767503
Onychoprion,D32,-23.85569291,152.3769241
Onychoprion,D33,-23.85569678,152.3769188
Brown Booby,A359,-23.85563995,152.3770944
Brown Booby,A360,-23.85565402,152.3770052
Brown Booby,A361,-23.85556402,152.3768669
Brown Booby,A362,-23.85561042,152.3769209
Brown Booby,A363,-23.85561358,152.3769188
Brown Booby,A364,-23.85566546,152.3768229
Brown Booby,A365,-23.85560913,152.3768212
Brown Booby,A366,-23.85563222,152.3768301
Brown Booby,A367,-23.8555782,152.3768162
Brown Booby,A368,-23.85556542,152.3768434
Brown Booby,A369,-23.85561101,152.3767426
Brown Booby,A370,-23.8556291,152.3767549
Brown Booby,A371,-23.85568054,152.3767129
Brown Booby,A372,-23.85560811,152.3766909
Brown Booby,A373,-23.8556131,152.3766704
Brown Booby,A374,-23.85558625,152.376704
Brown Booby,A375,-23.85556594,152.3767008
Brown Booby,A376,-23.85558774,152.3766885
Brown Booby,A377,-23.85557857,152.3766823
Brown Booby,A378,-23.85566074,152.3766091
Brown Booby,A379,-23.85566197,152.3766632
Brown Booby,A380,-23.85567839,152.3766175
Brown Booby,A381,-23.85566918,152.3766133
Brown Booby,A382,-23.85563909,152.3766542
Brown Booby,A383,-23.85564918,152.3766229
Brown Booby,A384,-23.85562783,152.3766322
Brown Booby,A385,-23.8556174,152.3766085
Brown Booby,A386,-23.85561706,152.3766517
Brown Booby,A387,-23.85561968,152.3766228
Brown Booby,A388,-23.85561689,152.3766236
Brown Booby,A389,-23.85557601,152.3765959
Brown Booby,A390,-23.85558348,152.3766258
Brown Booby,A391,-23.85556609,152.3766422
Brown Booby,A392,-23.85557929,152.3766459
Brown Booby,A393,-23.85556559,152.3766198
Brown Booby,A394,-23.8555741,152.3765598
Brown Booby,A395,-23.8556437,152.3765498
Brown Booby,A396,-23.85561325,152.3764547
Brown Booby,A397,-23.85561959,152.376489
Brown Booby,A398,-23.85561475,152.3764914
Brown Booby,A399,-23.85559958,152.3764296
Brown Booby,A400,-23.85561183,152.3764072
Brown Booby,A401,-23.85568136,152.3763139
Brown Booby,A402,-23.85560952,152.3763945
Brown Booby,A403,-23.85557665,152.3762723
Brown Booby,A404,-23.85564554,152.3762798
Brown Booby,A405,-23.85564661,152.3762807
Brown Booby,A406,-23.85564238,152.3762779
Brown Booby,A407,-23.85568211,152.3763072
Brown Booby,A408,-23.85567002,152.3762145
Brown Booby,A409,-23.85565693,152.376226
Brown Booby,A410,-23.85563884,152.3762058
Brown Booby,A411,-23.85559094,152.3762096
Brown Booby,A412,-23.85559395,152.3761936
Brown Booby,A413,-23.8556048,152.3762435
Brown Booby,A414,-23.85562332,152.3762492
Brown Booby,A415,-23.85558457,152.3761885
Brown Booby,A416,-23.85558226,152.3761525
Brown Booby,A417,-23.85560137,152.3761628
Brown Booby,A418,-23.85560674,152.3761373
Brown Booby,A419,-23.85561415,152.3761626
Brown Booby,A420,-23.85564505,152.3761761
Brown Booby,A421,-23.8556639,152.3755592
Brown Booby,A422,-23.85559275,152.3751237
Brown Booby,A423,-23.85558603,152.3751089
Brown Booby,A424,-23.85559641,152.3750877
Brown Booby,A425,-23.85556298,152.3750762
Onychoprion,D34,-23.85566585,152.3749856
Brown Booby,A426,-23.85563274,152.374473
Onychoprion,D35,-23.85558191,152.3742739
Anous,B16,-23.85559607,152.3739887
Brown Booby,A427,-23.85558388,152.3737363
Anous,B17,-23.85555644,152.3738135
Brown Booby,A428,-23.85553235,152.374538
Brown Booby,A429,-23.85553198,152.3745407
Brown Booby,A430,-23.85543727,152.374687
Brown Booby,A431,-23.85547868,152.3747385
Onychoprion,D36,-23.8554739,152.3757719
Onychoprion,D37,-23.85548556,152.3764819
Brown Booby,A432,-23.85552085,152.3765243
Brown Booby,A433,-23.85549448,152.3765274
Brown Booby,A434,-23.85548695,152.3764967
Brown Booby,A435,-23.85549343,152.3764806
Brown Booby,A436,-23.85548293,152.3764723
Brown Booby,A437,-23.85545698,152.3764759
Brown Booby,A438,-23.85545171,152.376521
Brown Booby,A439,-23.8555497,152.3765283
Brown Booby,A440,-23.85555614,152.3765146
Brown Booby,A441,-23.85555716,152.3765126
Brown Booby,A442,-23.85554915,152.3764879
Brown Booby,A443,-23.85554179,152.376487
Brown Booby,A444,-23.85554574,152.3764882
Brown Booby,A445,-23.85553644,152.376539
Brown Booby,A446,-23.85553216,152.3765553
Brown Booby,A447,-23.85555415,152.3765799
Brown Booby,A448,-23.85555532,152.3766009
Brown Booby,A449,-23.85555631,152.3766004
Brown Booby,A450,-23.85549568,152.3766124
Brown Booby,A451,-23.85548309,152.3765794
Brown Booby,A452,-23.85548892,152.3765889
Brown Booby,A453,-23.8555059,152.3765645
Brown Booby,A454,-23.85546361,152.376593
Brown Booby,A455,-23.85545812,152.3766027
Brown Booby,A456,-23.8554577,152.3766265
Brown Booby,A457,-23.85545765,152.3766439
Brown Booby,A458,-23.85545633,152.376664
Brown Booby,A459,-23.85545614,152.3766629
Brown Booby,A460,-23.85543953,152.3766261
Brown Booby,A461,-23.85544539,152.3766443
Brown Booby,A462,-23.855454,152.3765986
Brown Booby,A463,-23.85544163,152.3765984
Brown Booby,A464,-23.85552032,152.3765574
Brown Booby,A465,-23.85551568,152.3765367
Brown Booby,A466,-23.8554832,152.3766857
Brown Booby,A467,-23.85544471,152.3767339
Brown Booby,A468,-23.85543892,152.3767424
Brown Booby,A469,-23.85545145,152.3766942
Brown Booby,A470,-23.85547931,152.3767419
Brown Booby,A471,-23.85544277,152.3766766
Brown Booby,A472,-23.85551588,152.3767451
Brown Booby,A473,-23.85552839,152.376741
Brown Booby,A474,-23.85553486,152.3767038
Brown Booby,A475,-23.85552853,152.3767186
Brown Booby,A476,-23.85555219,152.3767411
Brown Booby,A477,-23.85554913,152.3767076
Brown Booby,A478,-23.85555551,152.376701
Brown Booby,A479,-23.85553611,152.3766836
Brown Booby,A480,-23.8554814,152.3767905
Brown Booby,A481,-23.85551697,152.3767837
Brown Booby,A482,-23.85550891,152.3767826
Brown Booby,A483,-23.85550217,152.3767779
Brown Booby,A484,-23.85550081,152.3767727
Brown Booby,A485,-23.85554341,152.3767951
Brown Booby,A486,-23.85553375,152.3767893
Brown Booby,A487,-23.8555346,152.3768159
Brown Booby,A488,-23.85553777,152.3768656
Brown Booby,A489,-23.85552485,152.3768385
Brown Booby,A490,-23.85555437,152.3768935
Brown Booby,A491,-23.85552824,152.3768893
Brown Booby,A492,-23.85552403,152.3769031
Brown Booby,A493,-23.85551571,152.3769344
Brown Booby,A494,-23.85551523,152.3769168
Brown Booby,A495,-23.85549166,152.3769342
Brown Booby,A496,-23.85549111,152.3769031
Brown Booby,A497,-23.85549602,152.3768888
Brown Booby,A498,-23.85548021,152.3769127
Brown Booby,A499,-23.85547232,152.3769079
Brown Booby,A500,-23.85545351,152.3769273
Brown Booby,A501,-23.85545073,152.3769383
Brown Booby,A502,-23.85544959,152.3768394
Brown Booby,A503,-23.85544235,152.3768639
Brown Booby,A504,-23.85543591,152.3768454
Brown Booby,A505,-23.85550514,152.3768228
Brown Booby,A506,-23.85549754,152.3768065
Brown Booby,A507,-23.85551036,152.3768766
Brown Booby,A508,-23.85550963,152.3768801
Brown Booby,A509,-23.85548218,152.3768732
Brown Booby,A510,-23.85543909,152.3769699
Brown Booby,A511,-23.85543817,152.376951
Brown Booby,A512,-23.8554672,152.3769695
Brown Booby,A513,-23.85546644,152.3769687
Brown Booby,A514,-23.85549542,152.3769692
Brown Booby,A515,-23.85548393,152.3769792
Brown Booby,A516,-23.85547626,152.3770324
Brown Booby,A517,-23.85547134,152.3770057
Brown Booby,A518,-23.85554611,152.377001
Brown Booby,A519,-23.85551912,152.3769491
Brown Booby,A520,-23.8554703,152.3770714
Brown Booby,A521,-23.85546408,152.3770911
Brown Booby,A522,-23.85549161,152.3770881
Brown Booby,A523,-23.85549988,152.3770946
Brown Booby,A524,-23.85550914,152.3770866
Brown Booby,A525,-23.85553622,152.3771139
Brown Booby,A526,-23.85550211,152.3771428
Brown Booby,A527,-23.8555076,152.3771586
Brown Booby,A528,-23.85549753,152.3771991
Brown Booby,A529,-23.8554863,152.3771869
Brown Booby,A530,-23.85547984,152.377162
Brown Booby,A531,-23.85547121,152.3771334
Brown Booby,A532,-23.855491,152.3772422
Brown Booby,A533,-23.85545793,152.3772836
Brown Booby,A534,-23.85554253,152.3773437
Brown Booby,A535,-23.85554207,152.3773498
Brown Booby,A536,-23.8555433,152.3773557
Brown Booby,A537,-23.85553584,152.3773573
Brown Booby,A538,-23.8555322,152.3773672
Brown Booby,A539,-23.85552918,152.3773708
Brown Booby,A540,-23.85552448,152.3773764
Brown Booby,A541,-23.85552257,152.3773837
Brown Booby,A542,-23.85551687,152.377381
Brown Booby,A543,-23.85552104,152.3773894
Brown Booby,A544,-23.85544923,152.3775005
Anous,B18,-23.85546226,152.3776616
Brown Booby,A545,-23.85537367,152.3775782
Brown Booby,A546,-23.85531315,152.3775422
Brown Booby,A547,-23.85537762,152.3773276
Brown Booby,A548,-23.85540175,152.3772913
Brown Booby,A549,-23.85541338,152.3772761
Brown Booby,A550,-23.85541346,152.3772751
Brown Booby,A551,-23.85542103,152.3772741
Brown Booby,A552,-23.85543159,152.3772729
Brown Booby,A553,-23.85538848,152.3772539
Brown Booby,A554,-23.85537408,152.3772784
Brown Booby,A555,-23.85538179,152.3772003
Brown Booby,A556,-23.8554103,152.3771487
Brown Booby,A557,-23.85532698,152.3770063
