LAYER,NAME,LAT,LON
Brown Booby,A135,-16.60643277,145.9744848
Brown Booby,A136,-16.60642326,145.9745206
Brown Booby,A137,-16.60637953,145.9745094
Brown Booby,A138,-16.6062773,145.9744521
Brown Booby,A139,-16.60627759,145.9744543
Brown Booby,A140,-16.60636295,145.9744087
Brown Booby,A141,-16.60636441,145.9744087
Brown Booby,A142,-16.60629372,145.9745303
Brown Booby,A143,-16.60629318,145.9745322
Brown Booby,A144,-16.60628141,145.9745455
Brown Booby,A145,-16.60631395,145.9745183
Brown Booby,A146,-16.60631371,145.974519
Brown Booby,A147,-16.60632732,145.9744833
Brown Booby,A148,-16.60635936,145.9745193
Brown Booby,A149,-16.60635403,145.9745253
Brown Booby,A150,-16.60633461,145.9745402
Brown Booby,A151,-16.60627248,145.9745914
Brown Booby,A152,-16.6062692,145.9745962
Brown Booby,A153,-16.60627301,145.9745926
Brown Booby,A153,-16.60627149,145.9746039
Brown Booby,A154,-16.60624904,145.9746242
Brown Booby,A155,-16.60624949,145.9746225
Brown Booby,A157,-16.60631355,145.9745733
Brown Booby,A158,-16.60629653,145.9746021
Brown Booby,A159,-16.6062949,145.9746033
Brown Booby,A160,-16.60628662,145.9745967
Brown Booby,A161,-16.60631477,145.9746316
Brown Booby,A162,-16.60629581,145.9746867
Brown Booby,A163,-16.60629558,145.9746849
Brown Booby,A164,-16.60630391,145.9746698
Brown Booby,A165,-16.60624243,145.9747329
Brown Booby,A166,-16.60626329,145.9747337
Brown Booby,A167,-16.60631574,145.9746729
Brown Booby,A168,-16.60631807,145.9746582
Brown Booby,A169,-16.60631551,145.9746588
Brown Booby,A170,-16.60634457,145.9746181
Brown Booby,A171,-16.60636756,145.9745876
Brown Booby,A172,-16.6064144,145.974589
Brown Booby,A173,-16.60646384,145.9745072
Brown Booby,A174,-16.60638611,145.9746164
Brown Booby,A175,-16.60640475,145.9747372
Brown Booby,A176,-16.60640436,145.9747343
Brown Booby,A177,-16.6063591,145.9746656
Brown Booby,A178,-16.60634783,145.9746834
Brown Booby,A179,-16.60633399,145.9746942
Brown Booby,A180,-16.60633493,145.9746959
Brown Booby,A181,-16.60628833,145.9747653
Brown Booby,A182,-16.60637614,145.9747773
Brown Booby,A183,-16.60621174,145.9747978
Brown Booby,A184,-16.6062102,145.9748001
Brown Booby,A185,-16.6062227,145.9748347
Brown Booby,A186,-16.60622495,145.9748361
Brown Booby,A187,-16.60620782,145.9748342
Brown Booby,A188,-16.60621453,145.9748573
Brown Booby,A189,-16.60621327,145.9748582
Brown Booby,A190,-16.60622279,145.9748538
Brown Booby,A191,-16.60622353,145.9748525
Brown Booby,A192,-16.60623977,145.974859
Brown Booby,A193,-16.60623956,145.9748615
Brown Booby,A194,-16.60625187,145.9748793
Brown Booby,A195,-16.60626816,145.9748522
Brown Booby,A196,-16.60626413,145.9748338
Brown Booby,A197,-16.60626511,145.9748351
Brown Booby,A198,-16.60628103,145.974803
Brown Booby,A199,-16.60627905,145.9748014
Brown Booby,A200,-16.60625551,145.9747963
Brown Booby,A201,-16.60626057,145.9747965
Brown Booby,A202,-16.60622407,145.9748974
Brown Booby,A203,-16.60627834,145.9749238
Brown Booby,A204,-16.60620984,145.9749385
Brown Booby,A205,-16.60617897,145.9750338
Brown Booby,A206,-16.60617842,145.9750352
Brown Booby,A207,-16.60618976,145.9750184
Brown Booby,A208,-16.60619341,145.9750161
Brown Booby,A209,-16.60623203,145.9750346
Brown Booby,A210,-16.60628302,145.9749779
Brown Booby,A211,-16.60636221,145.9749417
Brown Booby,A212,-16.60623987,145.9750672
Brown Booby,A213,-16.60620787,145.9751225
Brown Booby,A214,-16.60628442,145.9753949
Brown Booby,A215,-16.60629902,145.9754
Brown Booby,A216,-16.60629781,145.9753911
Brown Booby,A217,-16.60629118,145.9753831
Brown Booby,A218,-16.60629201,145.9753754
Brown Booby,A219,-16.60630341,145.9753848
Brown Booby,A220,-16.6063,145.9753615
Brown Booby,A221,-16.60640402,145.9751342
Brown Booby,A222,-16.60663471,145.9747404
Brown Booby,A223,-16.60658251,145.9746864
Brown Booby,A224,-16.60658001,145.9746866
Brown Booby,A225,-16.60653465,145.9745152
Brown Booby,A226,-16.60653616,145.9745131
Brown Booby,A227,-16.60660108,145.9739332
Brown Booby,A228,-16.60654635,145.9738631
Brown Booby,A229,-16.60654947,145.9738804
Brown Booby,A230,-16.60658074,145.9738677
Brown Booby,A231,-16.60658003,145.9738698
Brown Booby,A232,-16.60666538,145.9739894
Brown Booby,A233,-16.606666,145.9739875
Brown Booby,A234,-16.60662129,145.9738694
Brown Booby,A235,-16.606425,145.9751496
Brown Booby,A236,-16.60642935,145.9751521
Brown Booby,A237,-16.60643327,145.9751528
Brown Booby,A238,-16.60643765,145.9751544
Brown Booby,A239,-16.606427,145.9751583
Brown Booby,A240,-16.60670464,145.9743955
Brown Booby,A241,-16.60671381,145.9743933
Brown Booby,A242,-16.60640247,145.9741706
Brown Booby,A243,-16.60640081,145.9741743
Brown Booby,A245,-16.60647978,145.9740767
Brown Booby,A246,-16.60652732,145.9739577
Brown Booby,A247,-16.60692715,145.9735743
Brown Booby,A247,-16.60636829,145.9742243
Brown Booby,A248,-16.60621066,145.9747982
Brown Noddy,B1,-16.60683245,145.9730518
Brown Noddy,B2,-16.60683517,145.9730507
Brown Noddy,B3,-16.60684025,145.9730529
Brown Noddy,B4,-16.60683732,145.9730553
Brown Noddy,B5,-16.60683792,145.9730593
Brown Noddy,B6,-16.6068356,145.9730674
Brown Noddy,B7,-16.60684089,145.9730697
Brown Noddy,B8,-16.60683934,145.9730725
Brown Noddy,B9,-16.60683649,145.9730764
Brown Noddy,B10,-16.60683248,145.9730733
Brown Noddy,B11,-16.60683215,145.973082
Brown Noddy,B12,-16.6068303,145.9730688
Brown Noddy,B13,-16.60682943,145.9730726
Brown Noddy,B14,-16.60682734,145.9730624
Brown Noddy,B15,-16.60682196,145.9730721
Brown Noddy,B16,-16.60682646,145.9730716
Brown Noddy,B17,-16.60682462,145.9730785
Brown Noddy,B18,-16.6068217,145.9730792
Brown Noddy,B19,-16.60682405,145.9730827
Brown Noddy,B20,-16.60681774,145.9730826
Brown Noddy,B21,-16.60681606,145.9730744
Brown Noddy,B22,-16.60681428,145.9730731
Brown Noddy,B23,-16.60680981,145.9730757
Brown Noddy,B24,-16.60680813,145.9730711
Brown Noddy,B25,-16.60680635,145.973072
Brown Noddy,B26,-16.60680254,145.9730718
Brown Noddy,B27,-16.60680507,145.9730791
Brown Noddy,B28,-16.60680441,145.9730818
Brown Noddy,B29,-16.60681037,145.9730825
Brown Noddy,B30,-16.60679872,145.9730776
Brown Noddy,B31,-16.60680047,145.9730703
Brown Noddy,B32,-16.60679793,145.9730684
Brown Noddy,B33,-16.60675327,145.9733093
Brown Noddy,B34,-16.60674186,145.9733182
Brown Noddy,B35,-16.60672255,145.9733217
Brown Noddy,B36,-16.60671448,145.9733209
Brown Noddy,B37,-16.60673499,145.973326
Brown Noddy,B38,-16.606741,145.9733281
Brown Noddy,B39,-16.60674529,145.973333
Brown Noddy,B40,-16.60673451,145.9733377
Brown Noddy,B41,-16.6067204,145.9733439
Brown Noddy,B42,-16.6067204,145.9733475
Brown Noddy,B43,-16.60672607,145.9733459
Brown Noddy,B44,-16.60672435,145.973338
Brown Noddy,B45,-16.60674328,145.9733515
Brown Noddy,B46,-16.60658225,145.9736695
Brown Noddy,B47,-16.60657973,145.9736741
Brown Noddy,B48,-16.60658242,145.973674
Brown Noddy,B49,-16.60658239,145.9736758
Brown Noddy,B50,-16.60658328,145.9736787
Brown Noddy,B51,-16.60657956,145.9736785
Brown Noddy,B52,-16.60658083,145.9736799
Brown Noddy,B53,-16.60657859,145.9736806
Brown Noddy,B54,-16.60658163,145.9736832
Brown Noddy,B55,-16.60657755,145.9736834
Brown Noddy,B56,-16.60657824,145.9736849
Brown Noddy,B57,-16.60657793,145.9736869
Brown Noddy,B58,-16.60657303,145.9736869
Brown Noddy,B59,-16.60657227,145.9736826
Brown Noddy,B60,-16.60657072,145.9736757
Brown Noddy,B61,-16.60657334,145.9736914
Brown Noddy,B62,-16.60656799,145.9736668
Brown Noddy,B63,-16.60656395,145.973671
Brown Noddy,B64,-16.60656309,145.9736822
Brown Noddy,B65,-16.60656177,145.9736835
Brown Noddy,B66,-16.60656416,145.9736878
Brown Noddy,B67,-16.60655784,145.9736846
Brown Noddy,B68,-16.60655497,145.9736871
Brown Noddy,B69,-16.6065568,145.9736885
Brown Noddy,B70,-16.60654613,145.9736706
Brown Noddy,B71,-16.60654303,145.973676
Brown Noddy,B72,-16.60654931,145.9736738
Brown Noddy,B73,-16.60654893,145.9736785
Brown Noddy,B74,-16.60654765,145.9736852
Brown Noddy,B75,-16.60654855,145.9736961
Brown Noddy,B76,-16.60656671,145.973698
Brown Noddy,B77,-16.60657085,145.9736965
Brown Noddy,B78,-16.60658241,145.9737124
Brown Noddy,B79,-16.60676201,145.9737157
Brown Noddy,B80,-16.60676814,145.973717
Brown Noddy,B81,-16.60677543,145.9737195
Brown Noddy,B82,-16.6067748,145.9737256
Brown Noddy,B83,-16.60678462,145.9737173
Brown Noddy,B84,-16.60678959,145.9737209
Brown Noddy,B85,-16.60678709,145.9737252
Brown Noddy,B86,-16.60678271,145.973725
Brown Noddy,B87,-16.60678233,145.973729
Brown Noddy,B88,-16.60678581,145.973733
Brown Noddy,B89,-16.60679008,145.9737318
Brown Noddy,B90,-16.60678925,145.9737285
Brown Noddy,B91,-16.60679641,145.9737227
Brown Noddy,B92,-16.60679194,145.9737257
Brown Noddy,B93,-16.60679115,145.9737265
Brown Noddy,B94,-16.60679254,145.9737308
Brown Noddy,B95,-16.60679778,145.9737294
Brown Noddy,B96,-16.60679643,145.9737332
Brown Noddy,B97,-16.60679169,145.9737356
Brown Noddy,B98,-16.60679573,145.9737399
Brown Noddy,B99,-16.6067946,145.9737407
Brown Noddy,B100,-16.60679504,145.9737446
Brown Noddy,B101,-16.60679173,145.9737434
Brown Noddy,B102,-16.60679062,145.9737407
Brown Noddy,B103,-16.60679812,145.9737462
Brown Noddy,B104,-16.60679707,145.9737488
Brown Noddy,B105,-16.60679504,145.9737487
Brown Noddy,B106,-16.60679343,145.9737537
Brown Noddy,B107,-16.60679568,145.9737517
Brown Noddy,B108,-16.60679796,145.9737555
Brown Noddy,B109,-16.60678712,145.9737391
Brown Noddy,B110,-16.60677798,145.9737405
Brown Noddy,B111,-16.6067826,145.9737469
Brown Noddy,B112,-16.60678219,145.9737452
Brown Noddy,B113,-16.60678004,145.9737327
Brown Noddy,B114,-16.60646588,145.9739447
Brown Noddy,B115,-16.60646649,145.9739592
Brown Noddy,B116,-16.60647071,145.9739643
Brown Noddy,B117,-16.60647022,145.973969
Brown Noddy,B118,-16.60647259,145.9739665
Brown Noddy,B119,-16.60646974,145.9739435
Brown Noddy,B120,-16.60647733,145.9739545
Brown Noddy,B121,-16.6064761,145.9739561
Brown Noddy,B122,-16.60647531,145.9739633
Brown Noddy,B123,-16.60647839,145.9739647
Brown Noddy,B124,-16.60647944,145.9739647
Brown Noddy,B125,-16.60648277,145.9739662
Brown Noddy,B126,-16.60648387,145.9739698
Brown Noddy,B127,-16.60648115,145.9739752
Brown Noddy,B128,-16.6064772,145.9739715
Brown Noddy,B130,-16.60632503,145.9744346
Brown Noddy,B131,-16.60632565,145.9744303
Brown Noddy,B132,-16.60632675,145.9744296
Brown Noddy,B133,-16.60632761,145.9744408
Brown Noddy,B134,-16.60632727,145.9744425
Brown Noddy,B135,-16.60632827,145.9744495
Brown Noddy,B136,-16.60632492,145.9744523
Brown Noddy,B137,-16.60633314,145.9744438
Brown Noddy,B138,-16.60633265,145.9744376
Brown Noddy,B139,-16.60633383,145.9744369
Brown Noddy,B140,-16.60633541,145.9744479
Brown Noddy,B141,-16.60633631,145.974439
Brown Noddy,B142,-16.60633604,145.9744337
Brown Noddy,B143,-16.60633583,145.9744306
Brown Noddy,B144,-16.60633956,145.9744338
Brown Noddy,B145,-16.6063389,145.9744376
Brown Noddy,B146,-16.60634021,145.9744374
Brown Noddy,B147,-16.60633825,145.9744412
Brown Noddy,B148,-16.60633963,145.9744459
Brown Noddy,B149,-16.60634135,145.9744417
Brown Noddy,B150,-16.60633438,145.9744443
Brown Noddy,B151,-16.60634253,145.9744451
Brown Noddy,B152,-16.60634487,145.9744429
Brown Noddy,B153,-16.60634819,145.9744399
Brown Noddy,B154,-16.6063455,145.9744361
Brown Noddy,B155,-16.60634494,145.9744347
Brown Noddy,B156,-16.60634599,145.9744328
Brown Noddy,B157,-16.60634919,145.9744334
Brown Noddy,B158,-16.60635133,145.9744375
Brown Noddy,B159,-16.60635434,145.9744346
Brown Noddy,B160,-16.60635175,145.9744306
Brown Noddy,B161,-16.60634749,145.9744301
Brown Noddy,B162,-16.60634382,145.9744308
Brown Noddy,B163,-16.60634248,145.9744299
Brown Noddy,B164,-16.60634853,145.9744433
Brown Noddy,B165,-16.60634798,145.9744448
Brown Noddy,B166,-16.60634995,145.97445
Brown Noddy,B167,-16.60635364,145.9744432
Brown Noddy,B168,-16.60635734,145.9744329
Brown Noddy,B169,-16.60636031,145.9744379
Brown Noddy,B170,-16.60636124,145.9744371
Brown Noddy,B171,-16.60635696,145.9744406
Brown Noddy,B172,-16.60635824,145.9744414
Brown Noddy,B173,-16.60635534,145.9744463
Brown Noddy,B174,-16.60635945,145.9744486
Brown Noddy,B175,-16.60636024,145.9744436
Brown Noddy,B176,-16.60636366,145.9744441
Brown Noddy,B177,-16.60636676,145.9744418
Brown Noddy,B178,-16.60636635,145.9744371
Brown Noddy,B179,-16.60635622,145.9744578
Brown Noddy,B180,-16.60635686,145.9744646
Brown Noddy,B181,-16.60632484,145.9744454
Brown Noddy,B182,-16.60641744,145.9747567
Brown Noddy,B183,-16.60642162,145.9747546
Brown Noddy,B184,-16.60641601,145.9747522
Brown Noddy,B185,-16.60641411,145.9747466
Brown Noddy,B186,-16.60641938,145.9747506
Brown Noddy,B187,-16.60641961,145.9747604
Brown Noddy,B188,-16.60642116,145.9747589
Brown Noddy,B189,-16.60642087,145.9747649
Brown Noddy,B190,-16.60641411,145.9747742
Brown Noddy,B191,-16.60641314,145.9747704
Brown Noddy,B192,-16.60641446,145.9747703
Brown Noddy,B193,-16.60641709,145.974788
Brown Noddy,B194,-16.60643445,145.9747884
Brown Noddy,B195,-16.60643605,145.9747886
Brown Noddy,B196,-16.60641767,145.974768
Brown Noddy,B197,-16.60641321,145.9747614
Brown Noddy,B198,-16.60641263,145.974766
Brown Noddy,B199,-16.60641595,145.9747623
Brown Noddy,B200,-16.6064282,145.9747677
Brown Noddy,B201,-16.60643015,145.974767
Brown Noddy,B202,-16.60643262,145.9747773
Brown Noddy,B203,-16.60643496,145.9747741
Brown Noddy,B204,-16.6064404,145.9747529
Brown Noddy,B205,-16.60644051,145.9747474
Brown Noddy,B206,-16.60644344,145.9747445
Brown Noddy,B207,-16.60644765,145.9747464
Brown Noddy,B208,-16.60644609,145.9747514
Brown Noddy,B209,-16.60644841,145.9747516
Brown Noddy,B210,-16.60644991,145.9747496
Brown Noddy,B211,-16.60645156,145.9747459
Brown Noddy,B212,-16.60645332,145.9747509
Brown Noddy,B214,-16.60645209,145.974757
Brown Noddy,B214,-16.60644612,145.9747852
Brown Noddy,B215,-16.60644091,145.9747761
Brown Noddy,B216,-16.60643745,145.97478
Brown Noddy,B217,-16.60644255,145.9747864
Brown Noddy,B218,-16.60644415,145.9747905
Brown Noddy,B219,-16.60644069,145.974786
Brown Noddy,B220,-16.60643898,145.9747881
Brown Noddy,B222,-16.60643578,145.9747808
Brown Noddy,B221,-16.60653942,145.9738477
Brown Noddy,B222,-16.60658181,145.9737091
Brown Noddy,B223,-16.60656911,145.9737002
Brown Noddy,B224,-16.60676201,145.9737112
Brown Noddy,B225,-16.6067997,145.97375
Brown Noddy,B226,-16.60680082,145.9730845
Brown Noddy,B227,-16.60687781,145.9733076
Brown Noddy,B228,-16.60688131,145.9733155
Brown Noddy,B229,-16.60688691,145.9733037
Brown Noddy,B230,-16.60688775,145.9733089
Brown Noddy,B231,-16.60689457,145.9733144
Brown Noddy,B232,-16.6068987,145.9733087
Brown Noddy,B233,-16.60690063,145.9733166
Brown Noddy,B234,-16.60690154,145.9733117
Brown Noddy,B235,-16.60690511,145.9733098
Brown Noddy,B236,-16.60690395,145.9733142
Brown Noddy,B237,-16.60689689,145.9732984
Brown Noddy,B238,-16.6069162,145.9733148
Brown Noddy,B239,-16.60691709,145.9733137
Brown Noddy,B240,-16.60691654,145.973301
Brown Noddy,B241,-16.60691277,145.9733037
Brown Noddy,B242,-16.60690872,145.9733015
Brown Noddy,B243,-16.60690667,145.9733005
Brown Noddy,B244,-16.60690306,145.9733023
Brown Noddy,B245,-16.60690396,145.9732987
Brown Noddy,B246,-16.60690713,145.9732962
Brown Noddy,B247,-16.60691073,145.9732989
Brown Noddy,B248,-16.60692242,145.9733089
Brown Noddy,B249,-16.60692164,145.9733163
Brown Noddy,B250,-16.60693324,145.9733021
Brown Noddy,B251,-16.60693405,145.9733105
Brown Noddy,B252,-16.60693561,145.9733174
Brown Noddy,B253,-16.60693572,145.9732975
Brown Noddy,B254,-16.60693774,145.9733029
Brown Noddy,B255,-16.60693999,145.9733016
Brown Noddy,B256,-16.60694503,145.9733028
Brown Noddy,B257,-16.60694813,145.9732992
Brown Noddy,B258,-16.60694317,145.9733109
Brown Noddy,B259,-16.60694671,145.9733094
Brown Noddy,B260,-16.60694671,145.9733161
Brown Noddy,B261,-16.6069495,145.973313
Brown Noddy,B262,-16.606951,145.9733064
Brown Noddy,B263,-16.60695289,145.973304
Brown Noddy,B264,-16.60695413,145.9733096
Brown Noddy,B265,-16.60695411,145.9733149
Brown Noddy,B266,-16.60695884,145.9733129
Brown Noddy,B267,-16.6069607,145.9733162
Brown Noddy,B268,-16.60695982,145.9733087
Brown Noddy,B269,-16.60695636,145.973303
Brown Noddy,B270,-16.6069613,145.9733034
Brown Noddy,B271,-16.60696512,145.9733052
Brown Noddy,B272,-16.60696983,145.9733125
Brown Noddy,B273,-16.60696551,145.9733126
Brown Noddy,B274,-16.60696613,145.973316
Brown Noddy,B275,-16.60696282,145.9733149
Brown Noddy,B276,-16.60683662,145.9733278
Brown Noddy,B277,-16.60684267,145.9733211
Brown Noddy,B278,-16.60682416,145.9733025
Brown Noddy,B279,-16.6068216,145.9733126
Brown Noddy,B280,-16.60682211,145.9733142
Brown Noddy,B281,-16.60682406,145.9733179
Brown Noddy,B282,-16.60682953,145.9733185
Brown Noddy,B283,-16.60682848,145.9733119
Brown Noddy,B284,-16.60683305,145.9733127
Brown Noddy,B285,-16.60680578,145.9733108
Brown Noddy,B286,-16.60681411,145.9733098
Brown Noddy,B287,-16.60678496,145.9733049
Brown Noddy,B288,-16.60680634,145.9732945
Brown Noddy,B289,-16.60681237,145.9732939
Brown Noddy,B290,-16.60678685,145.9732818
Brown Noddy,B291,-16.60679418,145.9732978
Brown Noddy,B292,-16.60682081,145.9732945
Brown Noddy,B293,-16.60686995,145.9733243
Brown Noddy,B294,-16.60687199,145.973325
Brown Noddy,B295,-16.60687457,145.9733219
Brown Noddy,B296,-16.60687338,145.9733267
Brown Noddy,B297,-16.6068752,145.9733268
Brown Noddy,B298,-16.60687258,145.9733314
Brown Noddy,B299,-16.60687202,145.9733337
Brown Noddy,B300,-16.60687024,145.9733287
Brown Noddy,B301,-16.60686919,145.9733282
Brown Noddy,B302,-16.60687762,145.973325
Brown Noddy,B303,-16.60688262,145.9733244
Brown Noddy,B304,-16.60688053,145.973328
Brown Noddy,B305,-16.60687835,145.9733302
Brown Noddy,B306,-16.60688333,145.9733328
Brown Noddy,B307,-16.60689779,145.9733202
Brown Noddy,B308,-16.60690118,145.9733232
Brown Noddy,B309,-16.60690023,145.9733269
Brown Noddy,B310,-16.60689847,145.9733276
Brown Noddy,B311,-16.60690089,145.973331
Brown Noddy,B312,-16.60689463,145.9733257
Brown Noddy,B313,-16.60689494,145.9733312
Brown Noddy,B314,-16.60689306,145.973332
Brown Noddy,B315,-16.60688545,145.9733281
Brown Noddy,B316,-16.60688807,145.9733322
Brown Noddy,B317,-16.60688838,145.9733226
Brown Noddy,B318,-16.60690739,145.973318
Brown Noddy,B319,-16.60690497,145.9733239
Brown Noddy,B320,-16.60690393,145.9733278
Brown Noddy,B321,-16.6069048,145.9733315
Brown Noddy,B322,-16.6069086,145.9733293
Brown Noddy,B323,-16.60691191,145.9733225
Brown Noddy,B324,-16.60691802,145.9733336
Brown Noddy,B325,-16.60691895,145.9733302
Brown Noddy,B326,-16.60692113,145.9733319
Brown Noddy,B327,-16.6069205,145.9733221
Brown Noddy,B328,-16.60692767,145.9733211
Brown Noddy,B329,-16.6069286,145.9733219
Brown Noddy,B330,-16.60695223,145.9733212
Brown Noddy,B331,-16.6069489,145.973328
Brown Noddy,B332,-16.60694787,145.9733317
Brown Noddy,B333,-16.60694189,145.9733312
Brown Noddy,B334,-16.60694211,145.9733267
Brown Noddy,B335,-16.60692018,145.9733434
Brown Noddy,B336,-16.60692663,145.9733408
Brown Noddy,B337,-16.60693274,145.9733424
Brown Noddy,B338,-16.60693522,145.9733371
Brown Noddy,B339,-16.60694418,145.9733363
Brown Noddy,B340,-16.60690251,145.9733365
Brown Noddy,B341,-16.60690186,145.9733402
Brown Noddy,B342,-16.60690911,145.9733501
Brown Noddy,B343,-16.60691047,145.9733357
Brown Noddy,B344,-16.60691664,145.9733396
Brown Noddy,B345,-16.60688943,145.9733369
Brown Noddy,B346,-16.60689185,145.9733427
